1,1,0.33333333333333337,0,587,260,163,164,707,356,185,166,169,163,6,0,100,7,69,3,28,3,7,0.5266272189349113,0.6627218934911243,0.3932107496463932,0.6011315417256011,0.4940374787052811,0.7938671209540034;0,0,0,0,0,0,0,0,0,12,0,8,6
0,0,0.33333333333333337,0,658,315,177,166,628,287,177,164,311,176,53,82,70,4,99,6,39,3,7,0.4340836012861736,0.77491961414791,0.4028662420382166,0.7834394904458599,0.37537993920972645,0.5942249240121581;0,0,0,12,0,0,8,0,0,0,0,12,9
1,1,0.33333333333333337,0,622,281,177,164,684,333,185,166,276,129,75,72,102,6,67,4,36,2,6,0.5072463768115942,0.7391304347826086,0.4298245614035088,0.6213450292397661,0.4067524115755627,0.7813504823151125;0,0,0,0,0,0,8,0,0,18,0,0,6
0,0,0.33333333333333337,0,665,324,185,156,634,285,185,164,326,112,132,82,68,4,101,6,31,1,7,0.4570552147239264,0.7177914110429447,0.4526813880126183,0.7444794952681388,0.4406015037593985,0.6195488721804512;0,0,0,0,0,10,8,0,0,0,0,4,9
1,1,0.33333333333333337,0,634,285,185,164,707,324,205,178,306,76,124,106,100,6,69,4,39,2,6,0.27450980392156865,0.4738562091503268,0.4144271570014144,0.6195190947666195,0.4526813880126183,0.7287066246056783;20,0,0,0,12,10,0,0,0,0,0,0,0
1,1,0.25,0,582,233,185,164,735,352,205,178,156,150,6,0,105,7,64,3,31,3,7,0.4935897435897436,0.6346153846153846,0.41360544217687073,0.6136054421768707,0.42955326460481097,0.7302405498281787;0,0,0,0,0,0,0,0,0,12,0,4,12
0,0,0.25,0,722,349,205,168,618,269,185,164,295,160,53,82,65,3,104,7,37,2,6,0.5694915254237288,0.7389830508474576,0.5080906148867314,0.7103559870550162,0.47645429362880887,0.6218836565096952;0,0,0,0,0,0,0,0,0,0,0,0,36
0,1,0.25,0,563,263,178,122,749,356,205,188,287,130,75,82,106,7,63,3,35,2,7,0.46689895470383275,0.5226480836236934,0.41255006675567424,0.5367156208277704,0.5026642984014209,0.6465364120781527;0,0,0,0,0,20,0,0,0,0,0,4,12
0,0,0.25,0,749,356,205,188,594,275,185,134,302,118,132,52,64,3,105,7,28,1,7,0.5198675496688742,0.5629139072847682,0.5420875420875421,0.6481481481481481,0.5433911882510013,0.5660881174899867;0,0,0,0,12,0,0,7,0,6,0,0,6
0,1,0.16666666666666674,0,550,262,164,124,817,390,205,222,184,178,6,0,110,7,59,3,35,3,7,0.5543478260869565,0.6902173913043478,0.5458996328029376,0.5752753977968176,0.5945454545454546,0.649090909090909;0,0,0,0,0,0,0,0,0,6,0,16,9
1,0,0.16666666666666674,0,802,375,205,222,573,285,164,124,309,174,53,82,62,3,107,7,36,2,6,0.6019417475728155,0.7831715210355987,0.5445026178010471,0.680628272251309,0.5660847880299252,0.5673316708229427;0,0,0,0,0,0,0,0,0,0,0,8,24
0,1,0.16666666666666674,0,552,278,150,124,831,410,199,222,313,162,69,82,109,7,60,3,35,2,7,0.43450479233226835,0.6166134185303515,0.5487364620938628,0.6028880866425993,0.4692028985507246,0.6684782608695652;0,0,0,0,0,0,0,0,0,0,0,8,27
1,0,0.16666666666666674,0,828,407,199,222,580,292,164,124,271,118,111,42,59,3,110,7,23,1,6,0.1881918819188192,0.46863468634686345,0.4086206896551724,0.6362068965517241,0.44082125603864736,0.5978260869565217;0,0,0,0,0,0,0,14,0,0,0,8,6
0,1,0.16666666666666674,0,537,289,124,124,844,415,227,202,362,90,152,120,109,7,60,3,41,2,7,0.580110497237569,0.56353591160221,0.5225118483412322,0.6030805687203792,0.4264432029795158,0.6256983240223464;20,0,0,0,0,0,8,0,0,0,0,8,3
0,1,0.08333333333333326,0,492,250,118,124,857,418,227,212,182,166,6,10,114,7,55,3,37,3,7,0.5604395604395604,0.6868131868131868,0.49474912485414235,0.6091015169194866,0.4634146341463415,0.5914634146341463;0,0,0,0,0,10,0,0,0,18,0,4,3
1,0,0.08333333333333326,0,812,373,227,212,505,263,118,124,240,151,7,82,63,3,106,7,41,2,6,0.525,0.7291666666666666,0.4079207920792079,0.6059405940594059,0.5295566502463054,0.6416256157635468;0,0,0,0,0,0,0,0,0,0,0,8,24
0,1,0.08333333333333326,0,453,235,104,114,834,385,227,222,335,174,69,92,112,7,57,3,37,2,8,0.45671641791044776,0.6716417910447762,0.48081534772182255,0.60431654676259,0.4481236203090508,0.6136865342163356;0,0,0,0,0,10,0,0,0,18,0,4,3
1,0,0.08333333333333326,0,825,376,227,222,476,244,118,114,265,115,118,32,59,3,110,7,23,1,5,0.4226415094339623,0.5056603773584906,0.5273109243697479,0.6239495798319328,0.5490909090909091,0.6375757575757576;0,0,0,0,0,0,0,14,0,0,0,0,9
0,1,0.0,0,421,237,70,114,899,410,255,234,165,149,6,10,112,7,57,3,30,3,9,0.3515151515151515,0.503030303030303,0.5216907675194661,0.6262513904338154,0.5439429928741093,0.7624703087885986;0,0,0,0,0,0,0,0,0,0,0,4,33
1,0,0.0,0,870,381,255,234,433,249,70,114,223,141,0,82,61,3,108,7,41,2,4,0.57847533632287,0.757847533632287,0.5057736720554272,0.7551963048498845,0.5298850574712644,0.6137931034482759;0,0,0,0,0,0,0,0,0,0,0,4,15
0,1,0.16666666666666674,0,550,262,164,124,817,390,205,222,184,178,6,0,110,7,59,3,35,3,7,0.5543478260869565,0.6902173913043478,0.5458996328029376,0.5752753977968176,0.5945454545454546,0.649090909090909;0,0,0,0,0,0,0,0,0,6,0,16,9
1,0,0.16666666666666674,0,802,375,205,222,573,285,164,124,309,174,53,82,62,3,107,7,36,2,6,0.6019417475728155,0.7831715210355987,0.5445026178010471,0.680628272251309,0.5660847880299252,0.5673316708229427;0,0,0,0,0,0,0,0,0,0,0,8,24
0,1,0.16666666666666674,0,552,278,150,124,831,410,199,222,313,162,69,82,109,7,60,3,35,2,7,0.43450479233226835,0.6166134185303515,0.5487364620938628,0.6028880866425993,0.4692028985507246,0.6684782608695652;0,0,0,0,0,0,0,0,0,0,0,8,27
1,0,0.16666666666666674,0,828,407,199,222,580,292,164,124,271,118,111,42,59,3,110,7,23,1,6,0.1881918819188192,0.46863468634686345,0.4086206896551724,0.6362068965517241,0.44082125603864736,0.5978260869565217;0,0,0,0,0,0,0,14,0,0,0,8,6
0,1,0.16666666666666674,0,537,289,124,124,844,415,227,202,362,90,152,120,109,7,60,3,41,2,7,0.580110497237569,0.56353591160221,0.5225118483412322,0.6030805687203792,0.4264432029795158,0.6256983240223464;20,0,0,0,0,0,8,0,0,0,0,8,3
0,1,0.08333333333333326,0,492,250,118,124,857,418,227,212,182,166,6,10,114,7,55,3,37,3,7,0.5604395604395604,0.6868131868131868,0.49474912485414235,0.6091015169194866,0.4634146341463415,0.5914634146341463;0,0,0,0,0,10,0,0,0,18,0,4,3
0,1,0.08333333333333326,0,453,235,104,114,834,385,227,222,335,174,69,92,112,7,57,3,37,2,8,0.45671641791044776,0.6716417910447762,0.48081534772182255,0.60431654676259,0.4481236203090508,0.6136865342163356;0,0,0,0,0,10,0,0,0,18,0,4,3
1,0,0.08333333333333326,0,825,376,227,222,476,244,118,114,265,115,118,32,59,3,110,7,23,1,5,0.4226415094339623,0.5056603773584906,0.5273109243697479,0.6239495798319328,0.5490909090909091,0.6375757575757576;0,0,0,0,0,0,0,14,0,0,0,0,9
0,1,0.08333333333333326,0,421,237,70,114,862,373,255,234,399,87,180,132,112,7,57,3,45,2,9,0.6015037593984962,0.6390977443609023,0.5324825986078886,0.6392111368909513,0.5439429928741093,0.7624703087885986;20,0,0,0,12,0,8,0,0,0,0,0,0
0,1,0.0,0,421,237,70,114,899,410,255,234,165,149,6,10,112,7,57,3,30,3,9,0.3515151515151515,0.503030303030303,0.5216907675194661,0.6262513904338154,0.5439429928741093,0.7624703087885986;0,0,0,0,0,0,0,0,0,0,0,4,33
1,0,0.0,0,870,381,255,234,433,249,70,114,223,141,0,82,61,3,108,7,41,2,4,0.57847533632287,0.757847533632287,0.5057736720554272,0.7551963048498845,0.5298850574712644,0.6137931034482759;0,0,0,0,0,0,0,0,0,0,0,4,15
0,0,0.33333333333333337,0,658,315,177,166,628,287,177,164,311,176,53,82,70,4,99,6,39,3,7,0.4340836012861736,0.77491961414791,0.4028662420382166,0.7834394904458599,0.37537993920972645,0.5942249240121581;0,0,0,12,0,0,8,0,0,0,0,12,9
1,1,0.33333333333333337,0,622,281,177,164,684,333,185,166,276,129,75,72,102,6,67,4,36,2,6,0.5072463768115942,0.7391304347826086,0.4298245614035088,0.6213450292397661,0.4067524115755627,0.7813504823151125;0,0,0,0,0,0,8,0,0,18,0,0,6
0,0,0.33333333333333337,0,665,324,185,156,634,285,185,164,326,112,132,82,68,4,101,6,31,1,7,0.4570552147239264,0.7177914110429447,0.4526813880126183,0.7444794952681388,0.4406015037593985,0.6195488721804512;0,0,0,0,0,10,8,0,0,0,0,4,9
