0,1,0.9230769230769231,0,475,220,135,120,966,309,341,316,75,49,6,20,109,8,60,5,19,2,8,0.52,0.6,0.391304347826087,0.629399585921325,0.3494736842105263,0.631578947368421;0,0,0,0,0,0,0,0,0,0,0,0,15
1,1,0.9230769230769231,0,502,237,135,130,1008,339,341,328,368,171,41,156,115,9,54,4,41,3,8,0.5054347826086957,0.7228260869565217,0.3978174603174603,0.6666666666666666,0.4601593625498008,0.749003984063745;0,0,0,0,12,0,0,0,0,18,0,0,3
0,0,0.9230769230769231,0,1002,333,341,328,499,237,142,120,90,63,7,20,53,4,116,9,10,1,5,0.6222222222222222,0.6888888888888889,0.5150300601202404,0.7474949899799599,0.39421157684630737,0.6646706586826348;0,0,0,0,0,0,0,7,0,0,0,0,0
1,1,0.9230769230769231,1,415,180,135,100,1046,351,377,318,603,131,330,142,123,10,46,3,62,5,9,0.43781094527363185,0.41625207296849087,0.4541108986615679,0.5372848948374761,0.4843373493975904,0.7493975903614458;20,0,0,0,0,0,16,0,0,12,0,4,3
1,1,0.9615384615384616,1,415,180,135,100,1065,370,377,318,94,68,6,20,123,10,46,3,20,2,9,0.6170212765957447,0.6808510638297872,0.4676056338028169,0.5455399061032864,0.4843373493975904,0.7493975903614458;0,0,0,0,0,0,0,0,0,0,0,4,15
0,0,0.9615384615384616,-1,952,345,369,238,322,177,135,10,316,171,135,10,45,3,124,10,43,3,4,0.37341772151898733,0.689873417721519,0.36645962732919257,0.6770186335403726,0.46638655462184875,0.39810924369747897;0,0,0,0,0,10,0,0,0,0,0,0,48
1,1,0.9615384615384616,1,309,164,135,10,985,354,369,262,381,180,41,160,124,10,45,3,42,3,9,0.5459317585301837,0.5748031496062992,0.4842639593908629,0.4243654822335025,0.33980582524271846,0.6634304207119741;0,0,0,0,24,0,0,0,0,18,0,0,0
0,0,0.9615384615384616,-1,985,354,369,262,309,164,135,10,6,6,0,0,44,3,125,10,2,0,4,0.0,0.0,0.33980582524271846,0.6634304207119741,0.4842639593908629,0.4243654822335025;0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.9615384615384616,1,268,164,94,10,1053,394,397,262,623,171,350,102,126,10,43,3,63,5,9,0.21348314606741572,0.43659711075441415,0.33618233618233617,0.47863247863247865,0.26492537313432835,0.6380597014925373;0,0,0,0,0,0,0,28,0,12,0,16,12
1,1,1.0,1,268,164,94,10,1073,414,397,262,69,63,6,0,126,10,43,3,21,2,9,0.4782608695652174,0.4782608695652174,0.34855545200372784,0.48835041938490215,0.26492537313432835,0.6380597014925373;0,0,0,0,0,0,0,0,0,0,0,8,12
0,0,0.5384615384615384,0,658,348,176,134,669,319,216,134,363,201,100,62,69,4,100,6,39,3,7,0.6088154269972452,0.7878787878787878,0.6053811659192825,0.7623318385650224,0.5349544072948328,0.5881458966565349;20,0,0,0,0,0,16,0,0,0,0,4,0
1,1,0.5384615384615384,0,651,319,198,134,689,369,176,144,277,134,81,62,99,6,70,4,31,2,6,0.5054151624548736,0.6534296028880866,0.45573294629898403,0.5849056603773585,0.6344086021505376,0.7311827956989247;0,0,0,0,0,10,0,0,0,12,0,0,9
0,0,0.5384615384615384,0,674,354,176,144,671,325,212,134,320,124,124,72,72,4,97,6,33,1,7,0.64375,0.709375,0.6274217585692996,0.7466467958271237,0.47477744807121663,0.5296735905044511;0,0,0,0,0,0,0,14,0,6,0,4,6
1,1,0.5384615384615384,0,660,322,204,134,705,351,210,144,264,79,123,62,96,6,73,4,41,2,6,0.1590909090909091,0.32575757575757575,0.37163120567375885,0.5517730496453901,0.6681818181818182,0.7424242424242424;40,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.5769230769230769,0,597,259,204,134,730,376,210,144,192,166,6,20,98,7,71,3,27,3,7,0.4947916666666667,0.703125,0.37123287671232874,0.5465753424657535,0.6683417085427136,0.7403685092127303;0,0,0,0,0,0,0,0,0,0,0,16,12
0,0,0.5769230769230769,0,677,323,210,144,636,279,223,134,327,158,107,62,74,4,95,6,41,3,7,0.5657492354740061,0.7431192660550459,0.6022012578616353,0.7216981132075472,0.36779911373707536,0.5332348596750369;0,0,0,12,0,0,0,7,0,0,0,12,9
0,0,0.5769230769230769,0,680,316,210,154,634,263,237,134,329,127,130,72,75,5,94,6,36,2,7,0.5927051671732523,0.6382978723404256,0.48264984227129337,0.6798107255520505,0.4588235294117647,0.5455882352941176;0,15,0,0,0,0,8,0,6,0,0,4,0
1,1,0.5769230769230769,0,631,260,237,134,719,313,252,154,303,76,165,62,93,6,76,5,39,2,6,0.5610561056105611,0.45544554455445546,0.5340751043115438,0.588317107093185,0.561014263074485,0.6735340729001584;20,0,14,0,0,0,8,0,0,0,0,0,0
1,1,0.6153846153846154,0,610,239,237,134,758,352,252,154,184,158,6,20,97,7,72,4,28,3,7,0.29347826086956524,0.6902173913043478,0.4868073878627968,0.5897097625329816,0.5704918032786885,0.6819672131147541;0,0,0,0,0,0,0,0,0,0,0,12,15
0,0,0.6153846153846154,0,715,309,252,154,655,272,237,146,329,148,107,74,77,5,92,6,41,3,7,0.3617021276595745,0.7446808510638298,0.500763358778626,0.6809160305343511,0.5566433566433566,0.586013986013986;0,0,0,0,12,0,0,0,0,6,0,12,9
0,1,0.6153846153846154,0,591,269,176,146,703,325,224,154,253,128,53,72,92,6,77,5,29,2,6,0.4782608695652174,0.6719367588932806,0.5362731152204836,0.5874822190611664,0.46362098138747887,0.6582064297800339;0,0,0,0,12,0,0,0,0,6,0,4,9
0,0,0.6153846153846154,0,691,325,212,154,617,269,212,136,288,121,105,62,77,5,92,6,36,2,7,0.6979166666666666,0.6701388888888888,0.5186385737439222,0.7098865478119936,0.5282199710564399,0.662807525325615;0,0,0,0,0,0,0,0,36,0,0,0,0
0,1,0.6153846153846154,0,617,269,212,136,731,329,248,154,343,80,201,62,91,6,78,5,38,2,6,0.19825072886297376,0.7317784256559767,0.359781121751026,0.6990424076607387,0.5186385737439222,0.700162074554295;0,0,0,12,0,0,24,0,0,0,0,4,0
0,1,0.6538461538461539,0,591,243,212,136,768,356,248,164,184,148,6,30,95,7,74,4,28,3,7,0.358695652173913,0.6902173913043478,0.31640625,0.6940104166666666,0.5516074450084603,0.7123519458544839;0,0,0,0,0,10,0,0,0,0,0,0,18
1,0,0.6538461538461539,0,729,317,248,164,635,287,212,136,347,166,107,74,80,6,89,6,44,4,7,0.2622478386167147,0.5821325648414986,0.45984251968503936,0.6125984251968504,0.3676268861454047,0.6982167352537723;0,15,0,0,0,0,0,0,0,0,0,12,9
1,0,0.6538461538461539,0,735,311,248,176,652,284,232,136,305,118,125,62,78,6,91,6,34,2,7,0.33114754098360655,0.6885245901639344,0.34049079754601225,0.6319018404907976,0.38639455782312926,0.708843537414966;20,0,0,0,0,0,0,0,0,6,0,4,6
0,1,0.6538461538461539,0,622,268,218,136,758,308,286,164,363,74,239,50,92,6,77,6,38,2,6,0.19559228650137742,0.8264462809917356,0.34564643799472294,0.7480211081794196,0.3311897106109325,0.6366559485530546;20,0,0,0,0,0,0,0,18,0,0,0,0
0,1,0.6923076923076923,0,594,240,218,136,785,335,286,164,166,130,6,30,96,7,73,5,25,3,7,0.5060240963855421,0.6566265060240963,0.332484076433121,0.7375796178343949,0.35353535353535354,0.6447811447811448;0,0,0,0,0,0,0,0,0,0,0,4,27
1,0,0.6923076923076923,0,753,303,286,164,645,277,232,136,370,175,121,74,77,6,92,6,45,4,7,0.34864864864864864,0.6837837837837838,0.33178294573643413,0.6930232558139535,0.3280212483399734,0.7463479415670651;0,0,0,0,0,0,0,14,0,0,0,16,12
0,1,0.6923076923076923,0,645,277,232,136,781,321,286,174,284,149,41,94,91,6,78,6,32,2,6,0.426056338028169,0.6971830985915493,0.3354673495518566,0.7554417413572343,0.33178294573643413,0.6310077519379845;0,0,0,0,0,10,0,0,0,0,0,12,6
1,0,0.6923076923076923,0,778,318,286,174,678,287,255,136,308,112,134,62,78,6,91,6,33,2,7,0.3344155844155844,0.5974025974025974,0.3421828908554572,0.6504424778761062,0.34832904884318766,0.7544987146529563;0,0,0,0,0,0,16,7,0,6,0,4,0
0,1,0.6923076923076923,0,672,281,255,136,811,315,286,210,396,71,239,86,91,6,78,6,39,2,6,0.7222222222222222,0.75,0.5992601726263872,0.720098643649815,0.5163690476190477,0.6994047619047619;0,0,0,0,36,0,0,0,0,0,0,0,0
0,1,0.7307692307692308,0,669,278,255,136,836,340,286,210,156,120,6,30,93,6,76,6,22,2,6,0.532051282051282,0.7307692307692307,0.6435406698564593,0.7284688995215312,0.5201793721973094,0.6980568011958147;0,0,0,0,0,0,0,0,0,0,0,16,9
0,1,0.7307692307692308,0,677,294,261,122,835,339,286,210,293,158,41,94,89,6,80,6,31,2,6,0.447098976109215,0.6040955631399317,0.6598802395209581,0.6922155688622754,0.5051698670605613,0.672082717872969;0,0,0,0,0,0,0,0,0,18,0,0,0
0,0,0.7307692307692308,0,829,333,286,210,710,311,277,122,317,117,150,50,84,6,85,6,35,2,7,0.637223974763407,0.7823343848580442,0.49295774647887325,0.7154929577464789,0.6718938480096501,0.6731001206272618;0,0,0,0,0,0,16,0,0,6,0,8,3
0,1,0.7307692307692308,0,612,308,182,122,855,333,286,236,419,68,239,112,87,6,82,6,41,2,7,0.8233890214797136,0.6157517899761337,0.6818713450292397,0.6409356725146199,0.46078431372549017,0.7124183006535948;0,0,0,0,36,0,0,0,0,0,0,0,0
0,1,0.7692307692307692,0,584,280,182,122,860,338,286,236,148,112,6,30,92,6,77,6,22,2,7,0.5878378378378378,0.7162162162162162,0.6686046511627907,0.6430232558139535,0.4520547945205479,0.6986301369863014;0,0,0,0,0,0,0,0,0,0,0,4,18
0,1,0.6153846153846154,0,617,269,212,136,731,329,248,154,343,80,201,62,91,6,78,5,38,2,6,0.19825072886297376,0.7317784256559767,0.359781121751026,0.6990424076607387,0.5186385737439222,0.700162074554295;0,0,0,12,0,0,24,0,0,0,0,4,0
0,1,0.6538461538461539,0,591,243,212,136,768,356,248,164,184,148,6,30,95,7,74,4,28,3,7,0.358695652173913,0.6902173913043478,0.31640625,0.6940104166666666,0.5516074450084603,0.7123519458544839;0,0,0,0,0,10,0,0,0,0,0,0,18
1,0,0.6538461538461539,0,729,317,248,164,635,287,212,136,347,166,107,74,80,6,89,6,44,4,7,0.2622478386167147,0.5821325648414986,0.45984251968503936,0.6125984251968504,0.3676268861454047,0.6982167352537723;0,15,0,0,0,0,0,0,0,0,0,12,9
0,1,0.6538461538461539,0,622,274,212,136,750,326,248,176,259,134,41,84,93,6,76,6,33,2,6,0.4555984555984556,0.6795366795366795,0.37333333333333335,0.7106666666666667,0.40353697749196143,0.6141479099678456;0,0,0,0,12,0,0,0,0,0,0,0,9
0,1,0.6538461538461539,0,622,268,218,136,758,308,286,164,363,74,239,50,92,6,77,6,38,2,6,0.19559228650137742,0.8264462809917356,0.34564643799472294,0.7480211081794196,0.3311897106109325,0.6366559485530546;20,0,0,0,0,0,0,0,18,0,0,0,0
0,1,0.6923076923076923,0,594,240,218,136,785,335,286,164,166,130,6,30,96,7,73,5,25,3,7,0.5060240963855421,0.6566265060240963,0.332484076433121,0.7375796178343949,0.35353535353535354,0.6447811447811448;0,0,0,0,0,0,0,0,0,0,0,4,27
1,0,0.6923076923076923,0,753,303,286,164,645,277,232,136,370,175,121,74,77,6,92,6,45,4,7,0.34864864864864864,0.6837837837837838,0.33178294573643413,0.6930232558139535,0.3280212483399734,0.7463479415670651;0,0,0,0,0,0,0,14,0,0,0,16,12
0,1,0.6923076923076923,0,645,277,232,136,781,321,286,174,284,149,41,94,91,6,78,6,32,2,6,0.426056338028169,0.6971830985915493,0.3354673495518566,0.7554417413572343,0.33178294573643413,0.6310077519379845;0,0,0,0,0,10,0,0,0,0,0,12,6
1,0,0.6923076923076923,0,778,318,286,174,678,287,255,136,308,112,134,62,78,6,91,6,33,2,7,0.3344155844155844,0.5974025974025974,0.3421828908554572,0.6504424778761062,0.34832904884318766,0.7544987146529563;0,0,0,0,0,0,16,7,0,6,0,4,0
0,1,0.6923076923076923,0,672,281,255,136,811,315,286,210,396,71,239,86,91,6,78,6,39,2,6,0.7222222222222222,0.75,0.5992601726263872,0.720098643649815,0.5163690476190477,0.6994047619047619;0,0,0,0,36,0,0,0,0,0,0,0,0
0,1,0.7307692307692308,0,669,278,255,136,836,340,286,210,156,120,6,30,93,6,76,6,22,2,6,0.532051282051282,0.7307692307692307,0.6435406698564593,0.7284688995215312,0.5201793721973094,0.6980568011958147;0,0,0,0,0,0,0,0,0,0,0,16,9
1,0,0.7307692307692308,0,826,330,286,210,695,300,261,134,393,194,127,72,82,6,87,6,50,4,7,0.3333333333333333,0.6768447837150128,0.5021582733812949,0.6892086330935252,0.6694915254237288,0.725181598062954;0,0,0,0,0,10,0,0,6,0,0,4,18
0,0,0.7307692307692308,0,829,333,286,210,710,311,277,122,317,117,150,50,84,6,85,6,35,2,7,0.637223974763407,0.7823343848580442,0.49295774647887325,0.7154929577464789,0.6718938480096501,0.6731001206272618;0,0,0,0,0,0,16,0,0,6,0,8,3
0,1,0.7307692307692308,0,612,308,182,122,855,333,286,236,419,68,239,112,87,6,82,6,41,2,7,0.8233890214797136,0.6157517899761337,0.6818713450292397,0.6409356725146199,0.46078431372549017,0.7124183006535948;0,0,0,0,36,0,0,0,0,0,0,0,0
0,1,0.7692307692307692,0,584,280,182,122,860,338,286,236,148,112,6,30,92,6,77,6,22,2,7,0.5878378378378378,0.7162162162162162,0.6686046511627907,0.6430232558139535,0.4520547945205479,0.6986301369863014;0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0.7692307692307692,0,829,307,286,236,624,296,182,146,419,196,127,96,85,6,84,6,53,4,6,0.43675417661097854,0.7016706443914081,0.4855769230769231,0.7307692307692307,0.6718938480096501,0.6296743063932448;0,0,0,0,24,0,0,0,0,0,0,4,15
0,1,0.7692307692307692,0,615,287,182,146,862,316,286,260,326,167,41,118,85,6,84,6,28,2,7,0.4570552147239264,0.4938650306748466,0.6531322505800464,0.5730858468677494,0.4878048780487805,0.7414634146341463;0,0,0,0,24,0,0,0,0,0,0,0,9
0,0,0.7692307692307692,0,859,313,286,260,642,297,189,156,223,101,62,60,85,6,84,6,32,2,6,0.5829596412556054,0.7757847533632287,0.48753894080996885,0.7414330218068536,0.6519208381839348,0.5715948777648429;0,0,0,0,0,10,8,7,0,6,0,4,0
0,1,0.7692307692307692,0,542,259,127,156,901,332,321,248,461,87,274,100,89,7,80,5,48,3,8,0.42950108459869846,0.613882863340564,0.4583795782463929,0.5726970033296337,0.477859778597786,0.7527675276752768;20,0,0,0,0,0,8,7,0,0,0,4,3
0,1,0.8076923076923077,0,525,242,127,156,918,349,321,248,131,95,6,30,96,7,73,5,21,2,8,0.5572519083969466,0.6793893129770993,0.45751633986928103,0.5806100217864923,0.5085714285714286,0.7447619047619047;0,0,0,0,0,0,0,0,0,0,0,8,12
1,0,0.8076923076923077,0,885,316,321,248,558,251,127,180,435,188,127,120,78,5,91,7,54,4,5,0.4413793103448276,0.696551724137931,0.46953405017921146,0.7258064516129032,0.4666666666666667,0.5649717514124294;0,0,0,0,24,0,0,0,0,12,0,4,6
0,0,0.8076923076923077,0,889,300,321,268,577,250,127,200,146,66,0,80,75,5,94,7,22,1,5,0.589041095890411,0.8561643835616438,0.512998266897747,0.7625649913344887,0.4701912260967379,0.5849268841394826;0,0,0,0,0,20,0,0,0,0,0,4,3
0,1,0.8076923076923077,0,571,250,121,200,934,315,341,278,493,89,294,110,95,8,74,5,50,4,8,0.2515212981744422,0.47058823529411764,0.3747323340471092,0.5396145610278372,0.5183887915936952,0.7653239929947461;20,15,0,0,0,10,0,0,0,0,0,0,0
0,1,0.8461538461538461,0,571,250,121,200,949,330,341,278,113,77,6,30,96,8,73,5,15,2,8,0.5752212389380531,0.6283185840707964,0.38461538461538464,0.5468914646996839,0.5183887915936952,0.7653239929947461;0,0,0,0,0,0,0,0,0,0,0,0,15
1,0,0.8461538461538461,0,924,305,341,278,618,283,135,200,472,217,135,120,77,6,92,7,57,5,5,0.5084745762711864,0.7288135593220338,0.5323624595469255,0.7588996763754046,0.47294372294372294,0.6266233766233766;0,0,14,0,12,0,0,0,0,6,0,0,12
0,1,0.8461538461538461,0,600,265,135,200,926,299,341,286,341,154,41,146,94,7,75,6,32,2,8,0.5630498533724341,0.7448680351906158,0.40496760259179265,0.5950323974082073,0.49166666666666664,0.7416666666666667;0,0,0,0,0,20,0,0,0,6,0,0,0
0,0,0.8461538461538461,0,919,292,341,286,606,271,135,200,152,72,0,80,74,6,95,7,18,1,5,0.5855263157894737,0.8618421052631579,0.4867986798679868,0.7541254125412541,0.40043525571273125,0.5919477693144722;0,0,0,0,0,0,0,0,0,6,0,0,0
0,1,0.8461538461538461,0,597,262,135,200,938,313,341,284,512,110,294,108,96,7,73,6,51,4,8,0.2421875,0.650390625,0.39232409381663114,0.6812366737739872,0.49413735343383586,0.7386934673366834;0,0,0,0,12,20,0,0,0,18,0,0,3
0,1,0.8846153846153846,0,522,247,135,140,937,312,341,284,91,55,6,30,100,8,69,5,15,2,8,0.4725274725274725,0.5384615384615384,0.36926360725720386,0.6264674493062967,0.4501915708812261,0.7298850574712644;0,0,0,0,0,0,0,0,0,0,0,0,6
1,0,0.8846153846153846,0,928,303,341,284,506,241,135,130,417,172,135,110,69,5,100,8,52,4,5,0.47002398081534774,0.7122302158273381,0.43873517786561267,0.7213438735177866,0.47521551724137934,0.584051724137931;0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.8846153846153846,0,465,220,135,110,898,285,341,272,326,141,41,144,104,8,65,5,35,2,8,0.5521472392638037,0.6073619631901841,0.36525612472160357,0.6247216035634744,0.3225806451612903,0.6236559139784946;0,0,0,0,12,10,0,0,0,12,0,0,3
0,1,0.7692307692307692,0,615,287,182,146,862,316,286,260,326,167,41,118,85,6,84,6,28,2,7,0.4570552147239264,0.4938650306748466,0.6531322505800464,0.5730858468677494,0.4878048780487805,0.7414634146341463;0,0,0,0,24,0,0,0,0,0,0,0,9
0,0,0.7692307692307692,0,859,313,286,260,642,297,189,156,223,101,62,60,85,6,84,6,32,2,6,0.5829596412556054,0.7757847533632287,0.48753894080996885,0.7414330218068536,0.6519208381839348,0.5715948777648429;0,0,0,0,0,10,8,7,0,6,0,4,0
0,1,0.7692307692307692,0,542,259,127,156,901,332,321,248,461,87,274,100,89,7,80,5,48,3,8,0.42950108459869846,0.613882863340564,0.4583795782463929,0.5726970033296337,0.477859778597786,0.7527675276752768;20,0,0,0,0,0,8,7,0,0,0,4,3
0,1,0.8076923076923077,0,525,242,127,156,918,349,321,248,131,95,6,30,96,7,73,5,21,2,8,0.5572519083969466,0.6793893129770993,0.45751633986928103,0.5806100217864923,0.5085714285714286,0.7447619047619047;0,0,0,0,0,0,0,0,0,0,0,8,12
1,0,0.8076923076923077,0,885,316,321,248,558,251,127,180,435,188,127,120,78,5,91,7,54,4,5,0.4413793103448276,0.696551724137931,0.46953405017921146,0.7258064516129032,0.4666666666666667,0.5649717514124294;0,0,0,0,24,0,0,0,0,12,0,4,6
0,1,0.8076923076923077,0,554,247,127,180,905,316,321,268,343,164,41,138,95,7,74,5,29,2,8,0.5131195335276968,0.6297376093294461,0.4718232044198895,0.5922651933701657,0.5054151624548736,0.7527075812274369;0,0,0,0,0,20,0,0,0,6,0,0,0
0,1,0.8076923076923077,0,571,250,121,200,934,315,341,278,493,89,294,110,95,8,74,5,50,4,8,0.2515212981744422,0.47058823529411764,0.3747323340471092,0.5396145610278372,0.5183887915936952,0.7653239929947461;20,15,0,0,0,10,0,0,0,0,0,0,0
0,1,0.8461538461538461,0,571,250,121,200,949,330,341,278,113,77,6,30,96,8,73,5,15,2,8,0.5752212389380531,0.6283185840707964,0.38461538461538464,0.5468914646996839,0.5183887915936952,0.7653239929947461;0,0,0,0,0,0,0,0,0,0,0,0,15
1,0,0.8461538461538461,0,924,305,341,278,618,283,135,200,472,217,135,120,77,6,92,7,57,5,5,0.5084745762711864,0.7288135593220338,0.5323624595469255,0.7588996763754046,0.47294372294372294,0.6266233766233766;0,0,14,0,12,0,0,0,0,6,0,0,12
0,1,0.8461538461538461,0,600,265,135,200,926,299,341,286,341,154,41,146,94,7,75,6,32,2,8,0.5630498533724341,0.7448680351906158,0.40496760259179265,0.5950323974082073,0.49166666666666664,0.7416666666666667;0,0,0,0,0,20,0,0,0,6,0,0,0
0,0,0.8461538461538461,0,919,292,341,286,606,271,135,200,152,72,0,80,74,6,95,7,18,1,5,0.5855263157894737,0.8618421052631579,0.4867986798679868,0.7541254125412541,0.40043525571273125,0.5919477693144722;0,0,0,0,0,0,0,0,0,6,0,0,0
0,1,0.8461538461538461,0,597,262,135,200,938,313,341,284,512,110,294,108,96,7,73,6,51,4,8,0.2421875,0.650390625,0.39232409381663114,0.6812366737739872,0.49413735343383586,0.7386934673366834;0,0,0,0,12,20,0,0,0,18,0,0,3
0,1,0.8846153846153846,0,522,247,135,140,937,312,341,284,91,55,6,30,100,8,69,5,15,2,8,0.4725274725274725,0.5384615384615384,0.36926360725720386,0.6264674493062967,0.4501915708812261,0.7298850574712644;0,0,0,0,0,0,0,0,0,0,0,0,6
1,0,0.8846153846153846,0,928,303,341,284,506,241,135,130,417,172,135,110,69,5,100,8,52,4,5,0.47002398081534774,0.7122302158273381,0.43873517786561267,0.7213438735177866,0.47521551724137934,0.584051724137931;0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.41666666666666663,0,660,335,211,114,674,319,201,154,368,201,85,82,71,4,98,6,41,3,7,0.5978260869565217,0.7608695652173914,0.599406528189911,0.7477744807121661,0.5348484848484848,0.5636363636363636;0,0,0,0,0,10,8,7,0,12,0,0,9
1,1,0.25,0,582,233,185,164,735,352,205,178,156,150,6,0,105,7,64,3,31,3,7,0.4935897435897436,0.6346153846153846,0.41360544217687073,0.6136054421768707,0.42955326460481097,0.7302405498281787;0,0,0,0,0,0,0,0,0,12,0,4,12
0,0,0.25,0,722,349,205,168,618,269,185,164,295,160,53,82,65,3,104,7,37,2,6,0.5694915254237288,0.7389830508474576,0.5080906148867314,0.7103559870550162,0.47645429362880887,0.6218836565096952;0,0,0,0,0,0,0,0,0,0,0,0,36
0,1,0.25,0,563,263,178,122,749,356,205,188,287,130,75,82,106,7,63,3,35,2,7,0.46689895470383275,0.5226480836236934,0.41255006675567424,0.5367156208277704,0.5026642984014209,0.6465364120781527;0,0,0,0,0,20,0,0,0,0,0,4,12
0,0,0.25,0,749,356,205,188,594,275,185,134,302,118,132,52,64,3,105,7,28,1,7,0.5198675496688742,0.5629139072847682,0.5420875420875421,0.6481481481481481,0.5433911882510013,0.5660881174899867;0,0,0,0,12,0,0,7,0,6,0,0,6
0,0,0.41666666666666663,0,660,335,211,114,674,319,201,154,368,201,85,82,71,4,98,6,41,3,7,0.5978260869565217,0.7608695652173914,0.599406528189911,0.7477744807121661,0.5348484848484848,0.5636363636363636;0,0,0,0,0,10,8,7,0,12,0,0,9
1,1,0.41666666666666663,0,615,306,155,154,678,333,211,134,291,111,108,72,98,6,71,4,32,2,6,0.5120274914089347,0.711340206185567,0.5058997050147492,0.584070796460177,0.6341463414634146,0.7365853658536585;0,0,0,0,0,20,0,0,0,0,0,8,3
0,0,0.41666666666666663,0,633,321,178,134,635,302,169,164,323,111,130,82,72,4,97,6,31,1,7,0.38390092879256965,0.7151702786377709,0.4755905511811024,0.7385826771653543,0.4755134281200632,0.5703001579778831;0,0,14,0,0,10,0,0,0,0,0,0,6
1,1,0.41666666666666663,0,629,302,163,164,672,321,185,166,280,82,104,94,96,6,73,4,40,2,6,0.3142857142857143,0.48214285714285715,0.38244047619047616,0.6026785714285714,0.47058823529411764,0.7774244833068362;0,0,0,0,12,20,0,7,0,0,0,0,0
